id;key;value;type
373802494;addr:housenumber;520;
373802494;addr:street;Rua Victor Brecheret;
373802494;building;Residencial;
373802494;building:levels;9;
373802494;Nome;Edifício Jequitiba;
373802495;addr:city;Osasco;
373802495;addr:housenumber;520;
373802495;addr:street;Rua Victor Brecheret;
373802495;building;Residencial;
373802495;building:levels;9;
373802495;Nome;Edifício Jatobá;
373802496;addr:city;Osasco;
373802496;addr:housenumber;520;
373802496;addr:street;Rua Victor Brecheret;
373802496;building;Residencial;
373802496;building:levels;9;
373802496;Nome;Edifício Sibipiruna;
373802497;addr:city;Osasco;
373802497;addr:housenumber;520;
373802497;addr:street;Rua Victor Brecheret;
373802497;Uso da terra;Residencial;
373802497;Nome;Condominio Vila das Castanheiras;
373994101;addr:city;São paulo;
373994101;addr:street;Avenida Jaguaré;
373994101;amenity;fuel;
373994101;brand;Shell;
373994101;building;roof;
373994101;roof:material;metal;
374172890;addr:city;São Paulo;
374172890;addr:housenumber;1236;
374172890;CEP;05319000;
374172890;addr:street;Avenida Queiroz Filho;
374172890;amenity;fuel;
374172890;brand;Ale;
374172890;building;Sim;
374172890;height;5.828;
374172890;phone;+55 11 3641-5866;
374172890;roof:material;metal;
374172890;source;pmsp;
375149738;access;destination;
375149738;Rodovia;Residencial;
375149738;Phelper.istas;2;
375149738;Velocidade Máxima;30;
375149738;Nome;Alameda Franca;
375149738;Sentido único;Não;
375149738;Calçada;Não;
375149738;source;IBGE;
375149738;Superfície;Asfalto;
375149741;access;destination;
375149741;Rodovia;Residencial;
375149741;Phelper.istas;2;
375149741;Velocidade Máxima;30;
375149741;Nome;Alameda São Carlos;
375149741;Sentido único;Não;
375149741;Calçada;Não;
375149741;source;"Bing;IBGE";
375149741;Superfície;Asfalto;
375250149;Rodovia;Residencial;
375250149;Nome;Rua São Paulo;
375250151;Bicicleta;Sim;
375250151;Rodovia;footway;
375250152;Lazer;Parque;
375250152;Nome;Praça Professor Anézio Cabral;
375250154;Rodovia;footway;
375250155;Rodovia;footway;
375250155;Nome;Viela Vereador Manuel Hipólito de Souza;
375250157;Rodovia;footway;
375250159;Rodovia;footway;
375250160;Rodovia;footway;
375250161;Rodovia;footway;
375250163;Rodovia;service;
375250163;service;alley;
375250165;Rodovia;service;
375250165;Nome;Viela Henrique Abreu Guedes;
375250165;service;alley;
375759349;addr:city;itapevi;
375759349;CEP;06655300;
375759349;addr:street;R. Bergamo;
375759349;addr:suburb;jardim briquet;
375759349;fixme;rua e BERGAMO E NAO PERGAMO;
375759349;Rodovia;Residencial;
375759349;Cavalo;Não;
375759349;Velocidade Máxima;30;
375759349;Nome;Rua Bergamo;
375759349;Superfície;Asfalto;
375788672;addr:city;Osasco;
375788672;addr:housenumber;148;
375788672;CEP;06233020;
375788672;addr:street;Avenida Getúlio Vargas;
375788672;amenity;fuel;
375788672;brand;BR;
375788672;building;roof;
375788672;roof:material;metal;
375788674;addr:city;São Paulo;
375788674;addr:street;Avenida Doutor Gastão Vidigal;
375788674;amenity;fuel;
375788674;brand;Shell;
375788674;building;roof;
375788674;height;5.33;
375788674;roof:material;metal;
375788674;source;pmsp;
375788676;addr:city;São Paulo;
375788676;addr:street;Avenida Doutor Gastão Vidigal;
375788676;amenity;fast_food;
375788676;building;Sim;
375788676;cuisine;burger;
375788676;height;3.7;
375788676;Nome;McDonald's;
375788676;source;pmsp;
375788679;addr:city;São Paulo;
375788679;addr:housenumber;2200;
375788679;CEP;05461010;
375788679;addr:street;Avenida Professor Fonseca Rodrigues;
375788679;building;roof;
375788679;height;5.921;
375788679;roof:material;metal;
375788679;source;pmsp;
375788684;addr:city;São Paulo;
375788684;addr:housenumber;1026;
375788684;CEP;05461010;
375788684;addr:street;Avenida Professor Fonseca Rodrigues;
375788684;amenity;fuel;
375788684;brand;Shell;
375788684;building;roof;
375788684;height;4.469;
375788684;roof:material;metal;
375788684;source;pmsp;
375788686;Lazer;garden;
375788691;addr:city;São Paulo;
375788691;addr:housenumber;1945;
375788691;CEP;05061350;
375788691;addr:street;Rua Cerro Corá;
375788691;amenity;fuel;
375788691;brand;Shell;
375788691;building;roof;
375788691;height;5.989;
375788691;roof:material;metal;
375788691;source;pmsp;
376561753;access;destination;
376561753;Rodovia;Residencial;
376561753;Velocidade Máxima;30;
376561753;Sentido único;Sim;
376561756;Rodovia;Residencial;
376561756;Sentido único;Sim;
376561758;Rodovia;Residencial;
376561758;Phelper.istas;2;
376561758;Nome;Acesso do Residencial;
376561758;Sentido único;Sim;
376561758;Calçada;right;
376561758;Superfície;Asfalto;
376561761;Rodovia;Residencial;
376561761;Phelper.istas;2;
376561761;Velocidade Máxima;30;
376561761;Nome;Acesso do Residencial;
376561761;Sentido único;Sim;
376561761;Calçada;right;
376561761;Superfície;Asfalto;
377560482;Bicicleta;Sim;
377560482;Rodovia;footway;
377560482;Nome;Rua Dinieper;
377560482;Superfície;Asfalto;
377560484;Lazer;Parque;
377560484;Nome;Praça Doutor Otávio Perez Velasco;
377560485;Rodovia;Residencial;
377560485;Nome;Praça Doutor Otávio Perez Velasco;
377560485;Superfície;Asfalto;
377560486;Rodovia;Residencial;
377560486;Nome;Rua Carapuruí;
377560486;Sentido único;Não;
377560486;Superfície;Asfalto;
377560805;Rodovia;Secondário;
377560805;Sentido único;Sim;
377560805;Superfície;Asfalto;
377560806;Rodovia;Tronco;
377560806;Phelper.istas;3;
377560806;Nome;Avenida Queiroz Filho;
377560806;Sentido único;Sim;
377560806;Superfície;Asfalto;
377560807;Destino;"CEAGESP;Marginal Pinheiros";
377560807;Rodovia;Secondário;
377560807;Sentido único;Sim;
377560807;Superfície;Asfalto;
377621404;access;destination;
377621404;barrier;wall;
377621404;Uso da terra;Residencial;
377621404;Nome;Alphaville Residencial 4;
377639156;access;Não;
377639156;Bicicleta;Sim;
377639156;Possui passagem de pedestres;Sim;
377639156;Rodovia;footway;
377639156;Cavalo;Não;
377639156;motor_vehicle;Não;
377639156;Sentido único;Não;
377639156;Superfície;Pavimentado;
377639160;addr:city;São Paulo;
377639160;addr:street;Rua Guaipá;
377639160;amenity;fuel;
377639160;brand;Ale;
377639160;building;roof;
377639160;height;5.983;
377639160;roof:material;metal;
377639160;source;pmsp;
377639162;addr:city;São Paulo;
377639162;addr:street;Rua Guaipá;
377639162;amenity;fuel;
377639162;brand;Shell;
377639162;building;roof;
377639162;height;5.04;
377639162;roof:material;metal;
377639162;source;pmsp;
377639164;addr:city;São Paulo;
377639164;addr:housenumber;1032;
377639164;addr:street;Rua Guaipá;
377639164;amenity;fuel;
377639164;brand;Ale;
377639164;building;roof;
377639164;height;4.582;
377639164;roof:material;metal;
377639164;source;pmsp;
378026867;building;Sim;
378026868;building;Sim;
378026869;building;Sim;
378026870;building;Sim;
378026871;building;Sim;
378026872;building;Sim;
378026873;building;Sim;
378026874;building;Sim;
378026875;building;Sim;
378026876;building;Sim;
378026877;building;Sim;
378026878;building;Sim;
378026879;building;Sim;
378026880;building;Sim;
378026881;building;Sim;
378026882;building;Sim;
378026883;building;Sim;
378026884;building;Sim;
378026885;building;Sim;
378026886;building;Sim;
378026887;building;Sim;
378026888;addr:city;Carapicuíba;
378026888;addr:country;BR;
378026888;addr:housenumber;149;
378026888;CEP;06329000;
378026888;addr:street;Rua Baependi;
378026888;addr:suburb;Cohab V;
378026888;amenity;school;
378026888;contact:phone;+55 11 4187 9256;
378026888;email;e906694a@educacao.sp.gov.br;
378026888;Nome;Castelão;
378026888;Nome;Escola Estadual Ana Rodrigues de Liso;
378026888;operator;Secretaria da Educação do Estado de São Paulo;
378026888;phone;+55 11 4187 3439;
378026889;building;Sim;
378026890;building;Sim;
378026891;Rodovia;Residencial;
378059958;Rodovia;Residencial;
378059958;Nome;Avenida Um;
378059959;Rodovia;Não classificado;
378059959;Sentido único;Sim;
378394445;access;destination;
378394445;Rodovia;Residencial;
378394445;Velocidade Máxima;30;
378394445;Sentido único;Sim;
378394445;source;"Bing;IBGE";
378394445;Superfície;Asfalto;
378394446;Rodovia;Residencial;
378394446;Sentido único;Sim;
378394446;source;IBGE;
378394446;Superfície;Asfalto;
378394447;Rodovia;Residencial;
378394447;Phelper.istas;2;
378394447;Nome;Acesso do Residencial;
378394447;Sentido único;Sim;
378394447;Calçada;right;
378394447;Superfície;Asfalto;
378394448;access;destination;
378394448;Rodovia;Residencial;
378394448;Phelper.istas;2;
378394448;Velocidade Máxima;30;
378394448;Sentido único;Sim;
378394448;Calçada;right;
378394448;Superfície;Asfalto;
378398000;access;destination;
378398000;Bicicleta;Sim;
378398000;Rodovia;footway;
378398000;Superfície;Pavimentado;
378398000;width;10;
378587509;access;destination;
378587509;Rodovia;Residencial;
378587509;Velocidade Máxima;30;
378587509;Nome;Alameda São Simão;
378587509;source;IBGE;
378587511;Lazer;pitch;
378587511;sport;tennis;
378587512;Lazer;pitch;
378587514;building;Sim;
378587514;Lazer;sports_centre;
378587515;Lazer;pitch;
378587515;sport;soccer;
378587517;Lazer;pitch;
378587518;Lazer;playground;
378587519;Lazer;playground;
378725879;Rodovia;service;
378725879;Sentido único;Sim;
378725879;Superfície;Asfalto;
378725880;Rodovia;Residencial;
378725880;Sentido único;Sim;
378725880;source;Bing;
378725880;Superfície;Asfalto;
378725883;access;destination;
378725883;Rodovia;Residencial;
378725883;Velocidade Máxima;30;
378725883;Sentido único;Sim;
378725883;Superfície;Asfalto;
378725885;access;destination;
378725885;Rodovia;Residencial;
378725885;Velocidade Máxima;30;
378725885;Sentido único;Sim;
378725885;source;Bing;
378725885;Superfície;Asfalto;
379843386;natural;water;
379843387;Camadas;-1;
379843387;Nome;Córrego do Barbeiro;
379843387;waterway;stream;
380144244;Rodovia;Residencial;
380144244;Nome;Avenida Nossa Senhora dos Remédios;
380144244;Sentido único;Não;
380145309;Rodovia;Residencial;
380145309;Nome;Não;
380145309;Sentido único;Sim;
380145309;Superfície;Asfalto;
380146404;Rodovia;Secondário;
380146404;Nome;Praça Nossa Senhora dos Remédios;
380146404;Sentido único;Sim;
380146404;Superfície;Asfalto;
380146405;Rodovia;Secondário;
380146405;Phelper.istas;2;
380146405;Nome;Avenida dos Remédios;
380146405;Superfície;Asfalto;
380146407;Rodovia;Residencial;
380146407;Phelper.istas;2;
380146407;Nome;Praça Nossa Senhora dos Remédios;
380146407;Sentido único;Sim;
380146407;Superfície;Asfalto;
380146407;Phelper.istas;left|right;
380154960;Rodovia;Residencial;
380154960;Nome;Praça Nossa Senhora dos Remédios;
380154960;Sentido único;Sim;
380154960;Superfície;Asfalto;
380163148;addr:city;São Paulo;
380163148;addr:housenumber;15;
380163148;CEP;05121030;
380163148;addr:street;Rua dos Radialistas;
380163148;amenity;fuel;
380163148;brand;Shell;
380163148;building;roof;
380163148;Nome;Posto Colina;
380163148;roof:material;metal;
380163149;Rodovia;Secondário;
380163149;Nome;Rua dos Radialistas;
380163149;Sentido único;Sim;
380163149;source;Bing;
380163149;Superfície;Asfalto;
380163150;Rodovia;Secondário;
380163150;Sentido único;Sim;
380163151;Rodovia;Secondário;
380163151;Sentido único;Sim;
380163151;source;Bing;
380163151;Superfície;Asfalto;
380849631;addr:city;São Paulo;
380849631;addr:housenumber;1168;
380849631;CEP;05346000;
380849631;addr:street;Avenida Jaguaré;
380849631;amenity;fuel;
380849631;brand;Ipiranga;
380849631;building;roof;
380849631;phone;+55 11 3768-3817;
380849631;roof:material;metal;
380849632;addr:city;São Paulo;
380849632;addr:street;Avenida Jaguaré;
380849632;amenity;fuel;
380849632;brand;100 Bandeira;
380849632;building;roof;
380849632;Nome;100 Bandeira;
380849632;roof:material;metal;
380850530;Rodovia;Tronco;
380850530;Phelper.istas;3;
380850530;Velocidade Máxima;50;
380850530;Nome;Avenida Jaguaré;
380850530;Sentido único;Sim;
380850530;Superfície;Asfalto;
381602138;building;Sim;
381602138;height;6.29;
381602138;source;pmsp;
381789049;addr:city;São Paulo;
381789049;addr:street;Rodovia Anhangüera Pista Lateral;
381789049;amenity;fuel;
381789049;brand;Shell;
381789049;building;roof;
381789049;Nome;Shell;
381789049;roof:material;metal;
381789050;building;Sim;
381789052;addr:city;São Paulo;
381789052;addr:housenumber;2199;
381789052;CEP;05314001;
381789052;addr:street;Avenida Doutor Gastão Vidigal;
381789052;amenity;fuel;
381789052;brand;Shell;
381789053;building;Sim;
381789053;building:levels;1;
381789053;height;5.07;
381789053;source;pmsp;
381789054;Lazer;Parque;
382548295;addr:city;Osasco;
382548295;addr:housenumber;1;
382548295;CEP;06296190;
382548295;addr:street;Praça Nossa Senhora dos Remédios;
382548295;amenity;fuel;
382548295;brand;BR;
382548295;building;roof;
382548295;fuel:ethanol;Sim;
382548295;fuel:octane_91;Sim;
382548295;fuel:octane_95;Sim;
382548295;Nome;Posto Atlan;
382548295;phone;+55 11 3625 1391;
382548295;roof:material;metal;
382548296;Lazer;Parque;
382548296;Nome;Praça Nossa Senhora dos Remédios;
382551212;addr:city;São Paulo;
382551212;addr:housenumber;440;
382551212;CEP;05093060;
382551212;addr:street;Rua Conselheiro Ribas;
382551212;amenity;fuel;
382551212;brand;Ipiranga;
382551212;building;roof;
382551212;height;3.347;
382551212;Nome;Posto Dual;
382551212;roof:material;metal;
382551212;source;pmsp;
382551213;building;Sim;
382551213;building:levels;1;
382551213;height;6.463;
382551213;source;pmsp;
382674646;addr:city;São Paulo;
382674646;addr:housenumber;534;
382674646;CEP;05112010;
382674646;addr:street;Rua Inácio Luis da Costa;
382674646;amenity;fuel;
382674646;building;roof;
382674646;Nome;100 Bandeira;
382674646;roof:material;metal;
382674646;shop;convenience;
382674647;addr:city;São Paulo;
382674647;addr:housenumber;600;
382674647;CEP;05120000;
382674647;addr:street;Avenida Manuel Domingos Pinto;
382674647;amenity;fuel;
382674647;building;roof;
382674647;roof:material;metal;
382674647;shop;convenience;
382687530;addr:city;São Paulo;
382687530;addr:housenumber;2;
382687530;CEP;02912030;
382687530;addr:street;Rua Miguel Téles;
382687530;amenity;fuel;
382687530;brand;Shell;
382687530;building;Sim;
382687530;Nome;Posto Mupira;
382687530;roof:material;metal;
382687531;CEP;02912030;
382687531;building;Sim;
382687532;building;Sim;
383351069;Nome;Parque Toronto;
383351069;Lazer;Parque;
383351069;Nome;Parque Cidade de Toronto;
383351069;park:type;Parque;
384116236;Lazer;garden;
385595397;Rodovia;Residencial;
385595397;Nome;Rua Angelo Airoldi;
385776502;Rodovia;Residencial;
385776502;Nome;Rua Gralha;
385776502;Superfície;Asfalto;
385776503;Rodovia;Residencial;
385776503;Superfície;Asfalto;
385777868;Rodovia;Residencial;
385777868;Nome;Rua Capitão Jaime da SIlva;
385777868;Superfície;Asfalto;
385777870;Rodovia;Residencial;
385777887;Rodovia;Residencial;
385777888;Rodovia;service;
385777888;Nome;Travessa Luiz Ferraz Filho;
385777888;Superfície;Asfalto;
385777889;Rodovia;Residencial;
385777889;Nome;Rua Ipe Peroba;
385777889;Superfície;Asfalto;
385887018;Rodovia;living_street;
385887019;Rodovia;living_street;
385887020;Rodovia;living_street;
385887021;Rodovia;living_street;
385887022;Rodovia;Residencial;
385887023;Rodovia;Residencial;
385887024;Rodovia;Residencial;
385887025;Rodovia;Residencial;
385887025;Nome;Travessa Carlos Ranucci;
385887026;Rodovia;Residencial;
385887026;Nome;Rua Inacia de Toledo;
385887026;Superfície;Asfalto;
385939675;Rodovia;living_street;
385939676;Rodovia;living_street;
385939677;Rodovia;Residencial;
385939678;Rodovia;Residencial;
385939678;Superfície;Pavimentado;
385939679;Rodovia;Residencial;
385939679;Superfície;Asfalto;
385939680;Rodovia;Residencial;
385939680;Nome;Rua Nova Europa;
385939681;Rodovia;Residencial;
385939682;cycleway:both;Não;
385939682;Rodovia;Residencial;
385939682;Nome;Rua Curió;
385939683;Rodovia;living_street;
385939684;Rodovia;living_street;
385939685;Rodovia;living_street;
385939686;Rodovia;Residencial;
385939687;Rodovia;Residencial;
385940524;Rodovia;Residencial;
385940525;Rodovia;service;
385941303;Rodovia;Residencial;
385941307;Rodovia;Não classificado;
385941310;Rodovia;service;
385941310;Velocidade Máxima;10;
385941310;service;driveway;
385941311;Rodovia;service;
385941311;Velocidade Máxima;10;
385941311;service;driveway;
385941312;Rodovia;living_street;
385941313;Rodovia;Residencial;
385941313;Superfície;Pavimentado;
385941314;Rodovia;Residencial;
385941314;Superfície;Pavimentado;
385943041;Rodovia;Residencial;
385943041;Superfície;Pavimentado;
385943043;Rodovia;Residencial;
385943044;Rodovia;Residencial;
385943045;Rodovia;footway;
385943046;Rodovia;Residencial;
385943047;Rodovia;track;
385943048;Rodovia;service;
385943048;service;alley;
385943049;Rodovia;service;
385943049;service;alley;
385943050;Rodovia;Residencial;
385943051;Rodovia;Residencial;
385943052;Rodovia;Residencial;
385943053;Rodovia;Residencial;
385943054;Rodovia;Residencial;
385943055;Rodovia;Residencial;
385943056;Rodovia;Residencial;
385943057;Rodovia;service;
385944358;Rodovia;living_street;
385944358;Nome;Sim;
385944359;Rodovia;living_street;
385944360;Rodovia;living_street;
385944361;Rodovia;living_street;
385944364;Rodovia;Residencial;
385944365;Rodovia;Residencial;
385944365;Nome;Rua Eugênio Pinto Moreira;
385944369;Rodovia;Residencial;
385944369;Nome;Rua Narimatsu Hiroshi;
385944370;Rodovia;Residencial;
385944370;Nome;Rua Doutor Augusto Meirelles Reis Neto;
385944371;Rodovia;living_street;
385944372;Rodovia;living_street;
385944373;Rodovia;living_street;
385944374;Rodovia;Residencial;
385944374;Nome;Sim;
385944375;Rodovia;living_street;
385944376;Rodovia;living_street;
385944377;Rodovia;living_street;
385946563;Rodovia;Residencial;
385946563;Nome;Rua Artur Alves de Senna;
385946564;Rodovia;living_street;
385946566;Rodovia;living_street;
385946592;Rodovia;Residencial;
385946592;Nome;Travessa Maria Lúcia;
385947774;Rodovia;Residencial;
385947780;Rodovia;Residencial;
385947781;Rodovia;Residencial;
385947786;Rodovia;Residencial;
385947787;Rodovia;Residencial;
385947787;Nome;Rua India Tainá;
385947788;Rodovia;Residencial;
385947788;Nome;Rua Cacique Guarani;
385947789;Rodovia;Residencial;
385947789;Nome;Rua India Iraci;
385947790;Rodovia;Não classificado;
385947790;Nome;Praça das Moções;
385947791;Rodovia;Residencial;
385947791;Nome;Rua Moisés Klfm;
385947792;Rodovia;Residencial;
385947792;Nome;Rua Joaquim Félix Ribeiro;
385947793;Rodovia;Residencial;
385947809;Rodovia;Residencial;
385947809;Sentido único;Sim;
385947809;Superfície;Pavimentado;
385947810;Rodovia;Residencial;
385947811;Rodovia;living_street;
385947812;Rodovia;living_street;
385947813;Rodovia;Residencial;
385947813;Nome;Rua Domingos Bastazini;
385949102;Rodovia;Residencial;
385949102;Nome;Rua Isolina Felício Souza;
385949103;Rodovia;Residencial;
385949104;Rodovia;living_street;
385949105;Rodovia;living_street;
385949107;Rodovia;Residencial;
385949108;Rodovia;Residencial;
385949109;Rodovia;Residencial;
385949110;Rodovia;Residencial;
385949111;Rodovia;living_street;
385949112;Rodovia;living_street;
385949113;Rodovia;living_street;
385949114;Rodovia;Residencial;
385949115;Rodovia;Residencial;
385949115;Nome;Rua Samuel Ferrari;
385949116;Rodovia;Residencial;
385949117;Rodovia;living_street;
385949118;Rodovia;living_street;
385949119;Rodovia;Residencial;
385949119;Nome;Rua Júlia F. de Moura;
385949121;Rodovia;Residencial;
385949121;Nome;Rua Gilberto Chaves;
385949122;Rodovia;Residencial;
385949122;Nome;Rua Jaime Tracan;
385949123;Rodovia;living_street;
385949125;Rodovia;living_street;
385949126;Rodovia;Residencial;
385949126;Nome;Rua José Thimóteo da Silva;
385949127;Rodovia;living_street;
385949128;Rodovia;living_street;
385949129;Rodovia;Residencial;
385949130;Rodovia;Residencial;
385949141;Bicicleta;Sim;
385949141;Ponte;Sim;
385949141;Rodovia;footway;
385949141;Camadas;1;
385949142;Bicicleta;Sim;
385949142;Ponte;Sim;
385949142;Rodovia;footway;
385949143;Rodovia;Residencial;
385949144;Rodovia;Residencial;
385949145;Rodovia;Residencial;
385949146;Rodovia;Residencial;
385949147;Bicicleta;Sim;
385949147;Ponte;Sim;
385949147;Rodovia;footway;
385949147;Camadas;1;
385949148;Rodovia;Residencial;
387316691;Rodovia;Secondário;
387316691;Nome;Estrada da Gabiroba;
387316694;Nome;Ribeirão Carapicuíba;
387316694;tunnel;Sim;
387316694;waterway;stream;
387316699;Nome;Ribeirão Carapicuíba;
387316699;waterway;stream;
387316701;Rodovia;Secondário;
387316701;Nome;Estrada da Gabiroba;
387316704;Bicicleta;Sim;
387316704;Ponte;Sim;
387316704;Rodovia;Secondário;
387316704;Nome;Estrada da Gabiroba;
387316706;Rodovia;Secondário;
387316706;Nome;Avenida Leonil Cre Bartolosso;
387316706;Sentido único;Sim;
387316706;Superfície;Pavimentado;
387316708;Rodovia;Residencial;
387316708;Nome;Rua Ubatã;
387316708;Sentido único;Sim;
387316708;Superfície;Pavimentado;
387316712;Rodovia;Secondário;
387316712;Nome;Estrada da Gabiroba;
387316714;Rodovia;Secondário;
387316714;Nome;Estrada da Gabiroba;
387316714;Sentido único;Sim;
387316714;Superfície;Pavimentado;
387316717;Camadas;-1;
387316717;tunnel;Sim;
387316717;waterway;stream;
387316719;Camadas;-1;
387316719;waterway;stream;
387316722;Rodovia;Secondário;
387316722;Nome;Estrada da Gabiroba;
387316722;Sentido único;Sim;
387316725;Rodovia;Secondário;
387316725;Sentido único;Sim;
387316728;Rodovia;Secondário;
387316728;Nome;Avenida Benedito Alves Turíbio;
387316728;Superfície;Pavimentado;
387316734;Rodovia;Secondário;
387316734;Nome;Avenida Benedito Alves Turíbio;
387316734;Sentido único;Sim;
387316734;Superfície;Pavimentado;
387316738;Rodovia;Secondário;
387316738;Nome;Avenida Léonil Cré Bortolosso;
387316738;Sentido único;Não;
387316748;Rodovia;Residencial;
387316748;Nome;Rua Ubatã;
387316748;Sentido único;Sim;
387316751;Rodovia;Secondário;
387316751;Nome;Avenida Marginal do Ribeirão;
387316751;Sentido único;Sim;
387316751;Superfície;Pavimentado;
387316755;Rodovia;Terciário;
387316755;Nome;Estrada do Guapiúva;
387316755;Superfície;Pavimentado;
387316758;Rodovia;Terciário;
387316758;Nome;Estrada do Guapiúva;
387316758;Sentido único;Sim;
387316760;Rodovia;Residencial;
387316760;Nome;Rua Aparício Rodrigues;
387316763;Rodovia;Terciário;
387316763;Sentido único;Sim;
387316765;Rodovia;Terciário;
387316765;Sentido único;Sim;
387316767;Rodovia;Terciário;
387316767;Nome;Rua Benedita Rosa;
387316767;Sentido único;Sim;
387316770;Rodovia;Terciário;
387316770;Nome;Rua Benedita Rosa;
387316770;Sentido único;Sim;
387316772;Rodovia;Terciário;
387316774;Rodovia;Terciário;
387316774;Sentido único;Sim;
387316777;Rodovia;Secondário;
387316777;Nome;Avenida Marginal do Ribeirão;
387316777;Sentido único;Sim;
387316780;Rodovia;Terciário;
387316780;Sentido único;Sim;
387316782;Rodovia;Secondário;
387316782;Sentido único;Sim;
387316784;Rodovia;Secondário;
387316784;Sentido único;Sim;
387316787;Rodovia;Secondário;
387316787;Sentido único;Sim;
387316789;Rodovia;Secondário;
387316789;Nome;Avenida Marginal do Ribeirão;
387316789;Sentido único;Sim;
387316789;Superfície;Pavimentado;
387316793;Rodovia;Terciário;
387316793;Nome;Rua Benedita Rosa;
387316793;Sentido único;Sim;
387316796;Rodovia;Terciário;
387316796;Nome;Rua Benedita Rosa;
387316796;Sentido único;Sim;
387316798;Camadas;-1;
387316798;Nome;Córrego da Fazenda Velha;
387316798;waterway;stream;
387316801;Nome;Ribeirão Carapicuíba;
387316801;tunnel;Sim;
387316801;waterway;stream;
388244557;Rodovia;primary;
388244557;Nome;Estrada dos Romeiros;
388244557;Sentido único;Sim;
388244557;source;IBGE;
388244558;Rodovia;primary;
388244558;Nome;Estrada dos Romeiros;
388244558;Sentido único;Sim;
388244558;source;IBGE;
388244560;Rodovia;primary;
388244560;Sentido único;Sim;
388244560;source;IBGE;
388248189;Rodovia;primary;
388248189;Nome;Estrada dos Romeiros;
388248189;Sentido único;Sim;
388248189;source;IBGE;
388248189;Superfície;Asfalto;
388248190;Rodovia;primary;
388248190;Nome;Estrada dos Romeiros;
388248190;source;IBGE;
388248190;Superfície;Asfalto;
388248191;Rodovia;primary;
388248191;Nome;Estrada dos Romeiros;
388248191;Sentido único;Sim;
388248191;source;IBGE;
388248191;Superfície;Asfalto;
389582498;Nome;Graal Shopping;
389582498;shop;Sim;
389582528;Rodovia;Autoestrada;
389582528;Phelper.istas;21;
389582528;Velocidade Máxima;120;
389582528;Velocidade Máxima;90;
389582528;Velocidade Máxima;90;
389582528;Nome;Rodovia Presidente Castelo Branco;
389582528;Sentido único;Sim;
389582528;ref;"SP-280;BR-374";
389582528;Nome;Rodovia Castelo Branco;
389582528;Superfície;Pavimentado;
389582528;Pedágio;Sim;
389582528;wikipedia;pt:Rodovia Castelo Branco;
389582529;Rodovia;Autoestrada;
389582529;Phelper.istas;3;
389582529;Velocidade Máxima;120;
389582529;Velocidade Máxima;90;
389582529;Velocidade Máxima;90;
389582529;Nome;Rodovia Presidente Castelo Branco;
389582529;Sentido único;Sim;
389582529;ref;"SP-280;BR-374";
389582529;Nome;Rodovia Castelo Branco;
389582529;Superfície;Pavimentado;
389582529;wikipedia;pt:Rodovia Castelo Branco;
389582546;building;retail;
389582551;amenity;restaurant;
389582551;building;retail;
389582552;building;roof;
389582552;Camadas;1;
389582568;building;roof;
389582568;Camadas;1;
389582575;building;roof;
389582575;Camadas;1;
389582576;amenity;fuel;
389582576;brand;BR;
389582576;building;roof;
389582576;Camadas;1;
389582586;building;roof;
389582586;Camadas;1;
389582596;building;roof;
389582596;Camadas;1;
389582602;Bicicleta;Sim;
389582602;Ponte;Sim;
389582602;Rodovia;footway;
389582602;Camadas;1;
389582637;Bicicleta;Sim;
389582637;Rodovia;footway;
389582643;Bicicleta;Sim;
389582643;Rodovia;footway;
389582656;Bicicleta;Sim;
389582656;Ponte;Sim;
389582656;Rodovia;footway;
389582656;Camadas;1;
389582671;Bicicleta;Sim;
389582671;Ponte;Sim;
389582671;Rodovia;footway;
389582671;Camadas;1;
389582703;Rodovia;Autoestrada;
389582703;Sentido único;Sim;
389582706;Bicicleta;Sim;
389582706;Ponte;Sim;
389582706;Rodovia;footway;
389582706;Camadas;1;
389582742;Bicicleta;Sim;
389582742;Rodovia;footway;
389628163;Rodovia;Residencial;
389628163;Nome;Rua Alcindo Brito;
389628163;source;Bing;
389628164;addr:inclusion;estimate;
389628164;addr:interpolation;even;
389628165;addr:inclusion;estimate;
389628165;addr:interpolation;odd;
389698877;Rodovia;Residencial;
389698877;Nome;Rua Alpina;
389698877;source;"Bing;IBGE";
389698878;Rodovia;Residencial;
389698878;source;IBGE;
389698880;Rodovia;Residencial;
389698880;Nome;Rua Professora Renilde de Almeida;
389698880;source;"Bing;IBGE";
389698881;Rodovia;footway;
389698881;source;IBGE;
389698884;Rodovia;Residencial;
389698884;Nome;Rua José Martinho;
389698884;Superfície;Asfalto;
389701453;Rodovia;Residencial;
389701453;Nome;Rua Cândido Portinari;
389701453;source;IBGE;
389701454;Rodovia;service;
389701454;service;alley;
389701454;source;IBGE;
389701455;Rodovia;service;
389701455;service;alley;
389701455;source;IBGE;
389713742;Rodovia;Residencial;
389713742;source;IBGE;
389713743;Rodovia;Residencial;
389713743;Nome;Viela Jânio Gonçalves;
389713743;source;IBGE;
389736739;Rodovia;Secondário;
389736739;Nome;Avenida Marcos Pendeado de Ulhôa Rodrigues;
389736739;Sentido único;Sim;
389736739;source;Bing;
389736740;Rodovia;Secondário;
389736740;Nome;Avenida Marcos Pendeado de Ulhôa Rodrigues;
389736740;Sentido único;Sim;
389736740;source;Bing;
389736741;Rodovia;Secondário;
